"BUSINESS YEAR","STATE CODE","ISSUER NAME","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","BENEFIT PACKAGE ID","MARKET COVERAGE","DENTAL ONLY PLAN",TIN,"STANDARD COMPONENT ID","PLAN MARKETING NAME","HIOS PRODUCT ID",HPID,"NETWORK ID","SERVICE AREA ID","FORMULARY ID","IS IT A NEW PLAN","PLAN TYPE","METAL LEVEL","UNIQUE PLAN DESIGN","QHP NONQHP TYPE ID","IS NOTICE REQUIRED FOR PREGNACY","IS REFERRAL REQUIRED FOR SPECIALIST","SPECIALIST REQUIRING REFERRAL","PLAN LEVEL EXCLUSIONS","IS HSA ELIGIBLE","HSA OR HRA EMPLOYER CONTRIBUTION","HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT","CHILD ONLY OFFERING","CHILD ONLY PLAN ID","WELLNESS PROGRAM OFFERED","DISEASE MANAGEMENT PROGRAMS OFFERED","EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY","IS GUARANTEED RATE?","SPECIALITY DRUG MAXIMUM COINSURANCE","INPATIENT COPAYMENT MAXIMUM DAYS","BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS","BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS","PLAN EFFECTIVE DATE","PLAN EXPIRATION DATE","OUT OF COUNTRY COVERAGE","OUT OF COUNTRY COVERAGE DESCRIPTION","OUT OF SERVICE AREA COVERAGE","OUT OF SERVICE AREA COVERAGE DESCRIPTION","NATIONAL NETWORK","URL FOR SUMMARY OF BENEFITS COVERAGE","URL FOR ENROLLMENT PAYMENT","PLAN BROCHURE","FORMULARY URL","PLAN ID","CSR VARIATION TYPE","ISSUER ACTUARIAL VALUE","AV CALCULATOR OUTPUT NUMBER","MEDICAL DRUG DEDUCTIBLES INTEGRATED","MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED","MULTIPLE NETWORK TIERS","FIRST TIER UTILIZATION","SECOND TIER UTILIZATION","MEHB INN TIER 1 INDIVIDUAL MOOP","MEHB INN TIER 1 FAMILY MOOP","MEHB INN TIER 2 INDIVIDUAL MOOP","MEHB INN TIER 2 FAMILY MOOP","MEHB OUT OF NET INDIVIDUAL MOOP","MEHB OUT OF NET FAMILY MOOP","MEHB COMB INN OON INDIVIDUAL MOOP","MEHB COMB INN OON FAMILY MOOP","DEHB INN TIER 1 INDIVIDUAL MOOP","DEHB INN TIER 2 INDIVIDUAL MOOP","DEHB INN TIER 1 FAMILY MOOP","DEHB INN TIER 2 FAMILY MOOP","DEHB OUT OF NET INDIVIDUAL MOOP","DEHB OUT OF NET FAMILY MOOP","DEHB COMB INN OON INDIVIDUAL MOOP","DEHB COMB INN OON FAMILY MOOP","TEHB INN TIER 1 INDIVIDUAL MOOP","TEHB INN TIER 1 FAMILY MOOP","TEHB INN TIER 2 INDIVIDUAL MOOP","TEHB INN TIER 2 FAMILY MOOP","TEHB OUT OF NET INDIVIDUAL MOOP","TEHB OUT OF NET FAMILY MOOP","TEHB COMB INN OON INDIVIDUAL MOOP","TEHB COMB INN OON FAMILY MOOP","MEHB DED INN TIER1 INDIVIDUAL","MEHB DED INN TIER1 FAMILY","MEHB DED INN TIER1 COINSURNACE","MEHB DED INN TIER2 INDIVIDUAL","MEHB DED INN TIER2 FAMILY","MEHB DED INN TIER2 COINSURANCE","MEHB DED OUT OF NET INDIVIDUAL","MEHB DED OUT OF NET FAMILY","MEHB DED COMB INN OON INDIVIDUAL","MEHB DED COMB INN OON FAMILY","DEHB DED INN TIER1 INDIVIDUAL","DEHB DED INN TIER1 FAMILY","DEHB DED INN TIER1 COINSURNACE","DEHB DED INN TIER2 INDIVIDUAL","DEHB DED INN TIER2 FAMILY","DEHB DED INN TIER2 COINSURANCE","DEHB DED OUT OF NET INDIVIDUAL","DEHB DED OUT OF NET FAMILY","DEHB DED COMB INN OON INDIVIDUAL","DEHB DED COMB INN OON FAMILY","TEHB DED INN TIER 1 INDIVIDUAL","TEHB DED INN TIER 1 FAMILY","TEHB DED INN TIER 1 COINSURANCE","TEHB DED INN TIER 2 INDIVIDUAL","TEHB DED INN TIER 2 FAMILY","TEHB DED INN TIER 2 COINSURANCE","TEHB DED OUT OF NET INDIVIDUAL","TEHB DED OUT OF NET FAMILY","TEHB DED OUT COMB INN OON INDIVIDUAL","TEHB DED OUT COMB INN OON FAMILY","SBC HAVING A BABY DEDUCTIBLE","SBC HAVING A BABY COPAYMENT","SBC HAVING A BABY COINSURANCE","SBC HAVING A BABY LIMIT","SBC HAVING DIABETES DEDUCTIBLE","SBC HAVING  DIABETES COPAYMENT","SBC HAVING DIABETES COINSURANCE","SBC HAVING DIABETES LIMIT","EHB PERCENT PREMIUM","PLAN DESIGN TYPE","INSURANCE PLAN COMPOSITE PREMIUM AVAILABLE INDICATOR","PLAN VARIANT MARKETING NAME","SBC HAVING SIMPLE FRACTURE DEDUCTIBLE","SBC HAVING SIMPLE FRACTURE COPAYMENT","SBC HAVING SIMPLE FRACTURE COINSURANCE","SBC HAVING SIMPLE FRACTURE LIMIT"
2025,NJ,,23818,SERFF,1,1/13/2025,,Individual,No,,23818NJ0010008,"Silver Classic Saver Plus",23818NJ001,,NJN001,NJS001,NJF001,Existing,EPO,Silver,No,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Heart Disease, Asthma",,,,,,,1/1/2025,12/31/2025,Yes,"Emergency Services Only",Yes,"Emergency and Urgent Services Only",No,,,,,23818NJ0010008-05,"87% AV Level Silver Plan",,0.874958871,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,750 ","$2750 per person | $5500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$200 ","$200 per person | $400 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$0 ","$100 ","$2,600 ","$0 ","$200 ","$300 ","$1,600 ","$0 ",100%,"Not Applicable",No,"Silver Classic Saver Plus CSR 200","$0 ","$200 ","$800 ","$0 "
2025,NJ,,23818,SERFF,1,1/13/2025,,Individual,No,,23818NJ0010008,"Silver Classic Saver Plus",23818NJ001,,NJN001,NJS001,NJF001,Existing,EPO,Silver,No,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Heart Disease, Asthma",,,,,,,1/1/2025,12/31/2025,Yes,"Emergency Services Only",Yes,"Emergency and Urgent Services Only",No,,,,,23818NJ0010008-06,"94% AV Level Silver Plan",,0.946946709,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,100 ","$1100 per person | $2200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",20.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$100 ","$100 per person | $200 per group",20.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$0 ","$40 ","$1,100 ","$0 ","$100 ","$50 ","$800 ","$0 ",100%,"Not Applicable",No,"Silver Classic Saver Plus CSR 150","$0 ","$100 ","$400 ","$0 "
2025,NJ,,23818,SERFF,1,1/13/2025,,Individual,No,,23818NJ0010009,"Silver Simple PCP Saver",23818NJ001,,NJN001,NJS001,NJF001,Existing,EPO,Silver,No,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Heart Disease, Asthma",,,,,,,1/1/2025,12/31/2025,Yes,"Emergency Services Only",Yes,"Emergency and Urgent Services Only",No,,,,,23818NJ0010009-01,"Standard Silver On Exchange Plan",,0.701035031,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,900 ","$8900 per person | $17800 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,250 ","$2250 per person | $4500 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,250 ","$300 ","$3,800 ","$0 ","$2,250 ","$500 ","$1,000 ","$0 ",100%,"Not Applicable",No,"Silver Simple PCP Saver","$2,250 ","$200 ","$30 ","$0 "
2025,NJ,,23818,SERFF,1,1/13/2025,,Individual,No,,23818NJ0010009,"Silver Simple PCP Saver",23818NJ001,,NJN001,NJS001,NJF001,Existing,EPO,Silver,No,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Heart Disease, Asthma",,,,,,,1/1/2025,12/31/2025,Yes,"Emergency Services Only",Yes,"Emergency and Urgent Services Only",No,,,,,23818NJ0010009-02,"Zero Cost Sharing Plan Variation",,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",100%,"Not Applicable",No,"AIAN Cost Share","$0 ","$0 ","$0 ","$0 "
2025,NJ,,23818,SERFF,1,1/13/2025,,Individual,No,,23818NJ0010009,"Silver Simple PCP Saver",23818NJ001,,NJN001,NJS001,NJF001,Existing,EPO,Silver,No,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Heart Disease, Asthma",,,,,,,1/1/2025,12/31/2025,Yes,"Emergency Services Only",Yes,"Emergency and Urgent Services Only",No,,,,,23818NJ0010009-03,"Limited Cost Sharing Plan Variation",,0.701035031,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,900 ","$8900 per person | $17800 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,250 ","$2250 per person | $4500 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",100%,"Not Applicable",No,"Silver Simple PCP Saver","$0 ","$0 ","$0 ","$0 "
2025,NJ,,23818,SERFF,1,1/13/2025,,Individual,No,,23818NJ0010009,"Silver Simple PCP Saver",23818NJ001,,NJN001,NJS001,NJF001,Existing,EPO,Silver,No,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Heart Disease, Asthma",,,,,,,1/1/2025,12/31/2025,Yes,"Emergency Services Only",Yes,"Emergency and Urgent Services Only",No,,,,,23818NJ0010009-04,"73% AV Level Silver Plan",,0.731755875,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,250 ","$7250 per person | $14500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,250 ","$2250 per person | $4500 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,250 ","$200 ","$3,800 ","$0 ","$2,250 ","$400 ","$1,000 ","$0 ",100%,"Not Applicable",No,"Silver Simple PCP Saver CSR 250","$2,250 ","$200 ","$30 ","$0 "
2025,NJ,,23818,SERFF,1,1/13/2025,,Individual,No,,23818NJ0010009,"Silver Simple PCP Saver",23818NJ001,,NJN001,NJS001,NJF001,Existing,EPO,Silver,No,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Heart Disease, Asthma",,,,,,,1/1/2025,12/31/2025,Yes,"Emergency Services Only",Yes,"Emergency and Urgent Services Only",No,,,,,23818NJ0010009-05,"87% AV Level Silver Plan",,0.870529613,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,750 ","$2750 per person | $5500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$750 ","$750 per person | $1500 per group",20.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$750 ","$100 ","$1,800 ","$0 ","$750 ","$300 ","$700 ","$0 ",100%,"Not Applicable",No,"Silver Simple PCP Saver CSR 200","$750 ","$90 ","$300 ","$0 "
2025,NJ,,23818,SERFF,1,1/13/2025,,Individual,No,,23818NJ0010009,"Silver Simple PCP Saver",23818NJ001,,NJN001,NJS001,NJF001,Existing,EPO,Silver,No,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Heart Disease, Asthma",,,,,,,1/1/2025,12/31/2025,Yes,"Emergency Services Only",Yes,"Emergency and Urgent Services Only",No,,,,,23818NJ0010009-06,"94% AV Level Silver Plan",,0.946103353,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,250 ","$1250 per person | $2500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$50 ","$50 per person | $100 per group",15.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$50 ","$70 ","$1,100 ","$0 ","$50 ","$200 ","$600 ","$0 ",100%,"Not Applicable",No,"Silver Simple PCP Saver CSR 150","$50 ","$60 ","$300 ","$0 "
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0010001,"Choice PPO Basic",35152NJ001,,NJN002,NJS002,,Existing,PPO,Low,,Both,,,,"Out of Pocket Maximum applies to children only. Adults have separate deductible and plan payment maximum, refer to plan document for details.",,,,"Allows Adult and Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Standard Out of Network PPO Benefits",Yes,"Standard Out of Network PPO Benefits",Yes,,,,,35152NJ0010001-01,"Standard Low On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"$100 ","$100 per person | $200 per group",,,,,"$100 ","$100 per person | $200 per group","$100 ","$100 per person | $200 per group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Choice PPO Basic",,,,
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0010002,"Choice PPO Premium",35152NJ001,,NJN002,NJS002,,Existing,PPO,High,,Both,,,,"Out of Pocket Maximum applies to children only. Adults have separate deductible and plan payment maximum, refer to plan document for details.",,,,"Allows Adult and Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Standard Out of Network PPO Benefits",Yes,"Standard Out of Network PPO Benefits",Yes,,,,,35152NJ0010002-01,"Standard High On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"$25 ","$25 per person | $50 per group",,,,,"$25 ","$25 per person | $50 per group","$25 ","$25 per person | $50 per group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Choice PPO Premium",,,,
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0010003,"Choice PPO Basic Pediatric",35152NJ001,,NJN002,NJS002,,Existing,PPO,Low,,Both,,,,,,,,"Allows Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Standard Out of Network PPO Benefits",Yes,"Standard Out of Network PPO Benefits",Yes,,,,,35152NJ0010003-01,"Standard Low On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"$100 ","$100 per person | $200 per group",,,,,"$100 ","$100 per person | $200 per group","$100 ","$100 per person | $200 per group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Choice PPO Basic Pediatric",,,,
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0010004,"Choice PPO Premium Pediatric",35152NJ001,,NJN002,NJS002,,Existing,PPO,High,,Both,,,,,,,,"Allows Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Standard Out of Network PPO Benefits",Yes,"Standard Out of Network PPO Benefits",Yes,,,,,35152NJ0010004-01,"Standard High On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"$25 ","$25 per person | $50 per group",,,,,"$25 ","$25 per person | $50 per group","$25 ","$25 per person | $50 per group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Choice PPO Premium Pediatric",,,,
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0010005,"Choice PPO Plus",35152NJ001,,NJN002,NJS002,,Existing,PPO,Low,,Both,,,,"Out of Pocket Maximum applies to children only. Adults have separate deductible and plan payment maximum, refer to plan document for details.",,,,"Allows Adult and Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Standard Out of Network PPO Benefits",Yes,"Standard Out of Network PPO Benefits",Yes,,,,,35152NJ0010005-01,"Standard Low On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"$100 ","$100 per person | $200 per group",,,,,"$100 ","$100 per person | $200 per group","$100 ","$100 per person | $200 per group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Choice PPO Plus",,,,
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0010006,"Choice PPO Preventive",35152NJ001,,NJN002,NJS002,,Existing,PPO,Low,,Both,,,,"Out of Pocket Maximum applies to children only. Adults have separate deductible and plan payment maximum, refer to plan document for details.",,,,"Allows Adult and Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Standard Out of Network PPO Benefits",Yes,"Standard Out of Network PPO Benefits",Yes,,,,,35152NJ0010006-01,"Standard Low On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"$100 ","$100 per person | $200 per group",,,,,"$100 ","$100 per person | $200 per group","$100 ","$100 per person | $200 per group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Choice PPO Preventive",,,,
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0020001,"Select Plan Basic",35152NJ002,,NJN001,NJS001,,Existing,EPO,Low,,Both,,,,"Co-insurance equivalent percentages displayed. Discount provided for non-medically necessary orthodontia. Must choose participating Select Plan dentist.",,,,"Allows Adult and Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Emergency pain treatment only if 50 miles away from home ZIP code, up to $100",Yes,"Emergency pain treatment only if 50 miles away from home ZIP code, up to $100",No,,,,,35152NJ0020001-01,"Standard Low On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"Not Applicable","per person not applicable | per group not applicable",,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Select Plan Basic",,,,
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0020002,"Select Plan Premium",35152NJ002,,NJN001,NJS001,,Existing,EPO,High,,Both,,,,"Co-insurance equivalent percentages displayed. Discount provided for non-medically necessary orthodontia. Must choose participating Select Plan dentist.",,,,"Allows Adult and Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Emergency pain treatment only if 50 miles away from home ZIP code, up to $100",Yes,"Emergency pain treatment only if 50 miles away from home ZIP code, up to $100",No,,,,,35152NJ0020002-01,"Standard High On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"Not Applicable","per person not applicable | per group not applicable",,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Select Plan Premium",,,,
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0020003,"Select Plan Basic Pediatric",35152NJ002,,NJN001,NJS001,,Existing,EPO,Low,,Both,,,,,,,,"Allows Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Emergency pain treatment only if 50 miles away from home ZIP code, up to $100",Yes,"Emergency pain treatment only if 50 miles away from home ZIP code, up to $100",No,,,,,35152NJ0020003-01,"Standard Low On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"Not Applicable","per person not applicable | per group not applicable",,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Select Plan Basic Pediatric",,,,
2025,NJ,,35152,SERFF,1,1/13/2025,,Individual,Yes,,35152NJ0020004,"Select Plan Premium Pediatric",35152NJ002,,NJN001,NJS001,,Existing,EPO,High,,Both,,,,,,,,"Allows Child-Only",,No,,100%,"Guaranteed Rate",,,,,1/1/2025,12/31/2025,Yes,"Emergency pain treatment only if 50 miles away from home ZIP code, up to $100",Yes,"Emergency pain treatment only if 50 miles away from home ZIP code, up to $100",No,,,,,35152NJ0020004-01,"Standard High On Exchange Plan",,,,,No,100%,,"$425 ","$425 per person | $850 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"Not Applicable","per person not applicable | per group not applicable",,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Select Plan Premium Pediatric",,,,
2025,NJ,,37777,SERFF,1,1/13/2025,,Individual,No,,37777NJ0100002,"UHC Bronze Value HSA (No Referrals)",37777NJ010,,NJN011,NJS011,NJF002,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,"Some exclusions may apply. See the applicable Certificate of Coverage for details.",Yes,,,"Allows Adult and Child-Only",,No,,,,"$250 ",,,,1/1/2025,,No,,Yes,"Plan covers eligible expenses provided by a Network Physician or other provider or facility within the Network Area. The plan also covers emergency health care services received outside the service area.",No,,,,,37777NJ0100002-01,"Standard Bronze On Exchange Plan",63.92%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,050 ","$8050 per person | $16100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,000 ","$5000 per person | $10000 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,000 ","$0 ","$1,800 ","$60 ","$1,100 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"UHC Bronze Value HSA (No Referrals)","$2,800 ","$0 ","$0 ","$0 "
2025,NJ,,37777,SERFF,1,1/13/2025,,Individual,No,,37777NJ0100002,"UHC Bronze Value HSA (No Referrals)",37777NJ010,,NJN011,NJS011,NJF002,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,"Some exclusions may apply. See the applicable Certificate of Coverage for details.",No,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2025,,No,,Yes,"Plan covers eligible expenses provided by a Network Physician or other provider or facility within the Network Area. The plan also covers emergency health care services received outside the service area.",No,,,,,37777NJ0100002-02,"Zero Cost Sharing Plan Variation",100.00%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 ","$0 ","$60 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"UHC Bronze-A Value $0 Indiv Ded ($0 Virtual Urgent Care + $0 PCP Visits, $0 Tier 2 Rx, No Referrals)","$0 ","$0 ","$0 ","$0 "
2025,NJ,,37777,SERFF,1,1/13/2025,,Individual,No,,37777NJ0100002,"UHC Bronze Value HSA (No Referrals)",37777NJ010,,NJN011,NJS011,NJF002,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,"Some exclusions may apply. See the applicable Certificate of Coverage for details.",No,,,"Allows Adult and Child-Only",,No,,,,"$250 ",,,,1/1/2025,,No,,Yes,"Plan covers eligible expenses provided by a Network Physician or other provider or facility within the Network Area. The plan also covers emergency health care services received outside the service area.",No,,,,,37777NJ0100002-03,"Limited Cost Sharing Plan Variation",63.92%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,050 ","$8050 per person | $16100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,000 ","$5000 per person | $10000 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 ","$0 ","$60 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"UHC Bronze-B Value (No Referrals)","$0 ","$0 ","$0 ","$0 "
2025,NJ,,37777,SERFF,1,1/13/2025,,Individual,No,,37777NJ0100005,"UHC Silver Value ($0 Virtual Urgent Care, No Referrals)",37777NJ010,,NJN011,NJS011,NJF004,Existing,EPO,Silver,Yes,Both,No,No,,"Some exclusions may apply. See the applicable Certificate of Coverage for details.",No,,,"Allows Adult and Child-Only",,No,,,,"$150 ",,,,1/1/2025,,No,,Yes,"Plan covers eligible expenses provided by a Network Physician or other provider or facility within the Network Area. The plan also covers emergency health care services received outside the service area.",No,,,,,37777NJ0100005-01,"Standard Silver On Exchange Plan",70.23%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,500 ","$8500 per person | $17000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,100 ","$2100 per person | $4200 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,100 ","$0 ","$3,600 ","$60 ","$1,100 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"UHC Silver Value ($0 Virtual Urgent Care, No Referrals)","$2,100 ","$0 ","$0 ","$0 "
