"BUSINESS YEAR","STATE CODE","ISSUER NAME","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","BENEFIT PACKAGE ID","MARKET COVERAGE","DENTAL ONLY PLAN",TIN,"STANDARD COMPONENT ID","PLAN MARKETING NAME","HIOS PRODUCT ID",HPID,"NETWORK ID","SERVICE AREA ID","FORMULARY ID","IS IT A NEW PLAN","PLAN TYPE","METAL LEVEL","UNIQUE PLAN DESIGN","QHP NONQHP TYPE ID","IS NOTICE REQUIRED FOR PREGNACY","IS REFERRAL REQUIRED FOR SPECIALIST","SPECIALIST REQUIRING REFERRAL","PLAN LEVEL EXCLUSIONS","IS HSA ELIGIBLE","HSA OR HRA EMPLOYER CONTRIBUTION","HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT","CHILD ONLY OFFERING","CHILD ONLY PLAN ID","WELLNESS PROGRAM OFFERED","DISEASE MANAGEMENT PROGRAMS OFFERED","EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY","IS GUARANTEED RATE?","SPECIALITY DRUG MAXIMUM COINSURANCE","INPATIENT COPAYMENT MAXIMUM DAYS","BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS","BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS","PLAN EFFECTIVE DATE","PLAN EXPIRATION DATE","OUT OF COUNTRY COVERAGE","OUT OF COUNTRY COVERAGE DESCRIPTION","OUT OF SERVICE AREA COVERAGE","OUT OF SERVICE AREA COVERAGE DESCRIPTION","NATIONAL NETWORK","URL FOR SUMMARY OF BENEFITS COVERAGE","URL FOR ENROLLMENT PAYMENT","PLAN BROCHURE","FORMULARY URL","PLAN ID","CSR VARIATION TYPE","ISSUER ACTUARIAL VALUE","AV CALCULATOR OUTPUT NUMBER","MEDICAL DRUG DEDUCTIBLES INTEGRATED","MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED","MULTIPLE NETWORK TIERS","FIRST TIER UTILIZATION","SECOND TIER UTILIZATION","MEHB INN TIER 1 INDIVIDUAL MOOP","MEHB INN TIER 1 FAMILY MOOP","MEHB INN TIER 2 INDIVIDUAL MOOP","MEHB INN TIER 2 FAMILY MOOP","MEHB OUT OF NET INDIVIDUAL MOOP","MEHB OUT OF NET FAMILY MOOP","MEHB COMB INN OON INDIVIDUAL MOOP","MEHB COMB INN OON FAMILY MOOP","DEHB INN TIER 1 INDIVIDUAL MOOP","DEHB INN TIER 2 INDIVIDUAL MOOP","DEHB INN TIER 1 FAMILY MOOP","DEHB INN TIER 2 FAMILY MOOP","DEHB OUT OF NET INDIVIDUAL MOOP","DEHB OUT OF NET FAMILY MOOP","DEHB COMB INN OON INDIVIDUAL MOOP","DEHB COMB INN OON FAMILY MOOP","TEHB INN TIER 1 INDIVIDUAL MOOP","TEHB INN TIER 1 FAMILY MOOP","TEHB INN TIER 2 INDIVIDUAL MOOP","TEHB INN TIER 2 FAMILY MOOP","TEHB OUT OF NET INDIVIDUAL MOOP","TEHB OUT OF NET FAMILY MOOP","TEHB COMB INN OON INDIVIDUAL MOOP","TEHB COMB INN OON FAMILY MOOP","MEHB DED INN TIER1 INDIVIDUAL","MEHB DED INN TIER1 FAMILY","MEHB DED INN TIER1 COINSURNACE","MEHB DED INN TIER2 INDIVIDUAL","MEHB DED INN TIER2 FAMILY","MEHB DED INN TIER2 COINSURANCE","MEHB DED OUT OF NET INDIVIDUAL","MEHB DED OUT OF NET FAMILY","MEHB DED COMB INN OON INDIVIDUAL","MEHB DED COMB INN OON FAMILY","DEHB DED INN TIER1 INDIVIDUAL","DEHB DED INN TIER1 FAMILY","DEHB DED INN TIER1 COINSURNACE","DEHB DED INN TIER2 INDIVIDUAL","DEHB DED INN TIER2 FAMILY","DEHB DED INN TIER2 COINSURANCE","DEHB DED OUT OF NET INDIVIDUAL","DEHB DED OUT OF NET FAMILY","DEHB DED COMB INN OON INDIVIDUAL","DEHB DED COMB INN OON FAMILY","TEHB DED INN TIER 1 INDIVIDUAL","TEHB DED INN TIER 1 FAMILY","TEHB DED INN TIER 1 COINSURANCE","TEHB DED INN TIER 2 INDIVIDUAL","TEHB DED INN TIER 2 FAMILY","TEHB DED INN TIER 2 COINSURANCE","TEHB DED OUT OF NET INDIVIDUAL","TEHB DED OUT OF NET FAMILY","TEHB DED OUT COMB INN OON INDIVIDUAL","TEHB DED OUT COMB INN OON FAMILY","SBC HAVING A BABY DEDUCTIBLE","SBC HAVING A BABY COPAYMENT","SBC HAVING A BABY COINSURANCE","SBC HAVING A BABY LIMIT","SBC HAVING DIABETES DEDUCTIBLE","SBC HAVING  DIABETES COPAYMENT","SBC HAVING DIABETES COINSURANCE","SBC HAVING DIABETES LIMIT","EHB PERCENT PREMIUM","PLAN DESIGN TYPE","INSURANCE PLAN COMPOSITE PREMIUM AVAILABLE INDICATOR","PLAN VARIANT MARKETING NAME","SBC HAVING SIMPLE FRACTURE DEDUCTIBLE","SBC HAVING SIMPLE FRACTURE COPAYMENT","SBC HAVING SIMPLE FRACTURE COINSURANCE","SBC HAVING SIMPLE FRACTURE LIMIT"
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130004,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF001,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130004-02,"Zero Cost Sharing Plan Variation",100.00%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 ","$0 ","$60 ","$0 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$0 ","$0 ","$0 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130004,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF001,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130004-03,"Limited Cost Sharing Plan Variation",70.33%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,850 ","$8850 per person | $17700 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,350 ","$2350 per person | $4700 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,350 ","$300 ","$3,100 ","$60 ","$0 ","$1,800 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$2,300 ","$200 ","$0 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130004,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF001,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130004-04,"73% AV Level Silver Plan",73.08%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,795 ","$6795 per person | $13590 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,100 ","$2100 per person | $4200 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,100 ","$300 ","$3,200 ","$60 ","$0 ","$1,800 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$2,100 ","$200 ","$80 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130004,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF001,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130004-05,"87% AV Level Silver Plan",87.49%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,445 ","$2445 per person | $4890 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,000 ","$1000 per person | $2000 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,000 ","$200 ","$1,300 ","$60 ","$0 ","$1,000 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$1,000 ","$90 ","$400 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130004,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF001,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130004-06,"94% AV Level Silver Plan",94.79%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,250 ","$1250 per person | $2500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$100 ","$100 per person | $200 per group",20.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$100 ","$90 ","$1,100 ","$60 ","$0 ","$400 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 1 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$100 ","$10 ","$400 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130005,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130005-01,"Standard Silver On Exchange Plan",71.14%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,850 ","$8850 per person | $17700 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,500 ","$2500 per person | $5000 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,500 ","$300 ","$3,000 ","$60 ","$0 ","$1,700 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$2,300 ","$200 ","$0 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130005,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130005-02,"Zero Cost Sharing Plan Variation",100.00%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 ","$0 ","$60 ","$0 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$0 ","$0 ","$0 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130005,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130005-03,"Limited Cost Sharing Plan Variation",71.14%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,850 ","$8850 per person | $17700 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,500 ","$2500 per person | $5000 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,500 ","$300 ","$3,000 ","$60 ","$0 ","$1,700 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$2,300 ","$200 ","$0 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130005,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130005-04,"73% AV Level Silver Plan",73.41%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,250 ","$7250 per person | $14500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,300 ","$2300 per person | $4600 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,300 ","$300 ","$3,100 ","$60 ","$0 ","$1,700 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$2,300 ","$200 ","$0 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130005,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130005-05,"87% AV Level Silver Plan",87.96%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,500 ","$2500 per person | $5000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,000 ","$1000 per person | $2000 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,000 ","$200 ","$1,300 ","$60 ","$0 ","$900 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$1,000 ","$50 ","$400 ","$0 "
2025,NJ,,89217,SERFF,1,1/13/2025,,Individual,No,,89217NJ0130005,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care",89217NJ013,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,No,"Except for Emergencies",No,,,,,89217NJ0130005-06,"94% AV Level Silver Plan",94.39%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,375 ","$2375 per person | $4750 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$90 ","$1,000 ","$60 ","$0 ","$400 ","$0 ","$20 ",99%,"Not Applicable",No,"Silver 2 Advanced: Aetna Whole Health network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care","$0 ","$20 ","$200 ","$0 "
2025,NJ,,91661,SERFF,1,1/13/2025,,Individual,No,,91661NJ2270001,"Horizon Advantage EPO Silver",91661NJ227,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,Yes,"Only to true medical emergencies and accidental injuries",No,,,,,91661NJ2270001-01,"Standard Silver On Exchange Plan",71.26%,0.704668158,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,200 ","$9200 per person | $18400 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,500 ","$2500 per person | $5000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$2,500 ","$80 ","$3,000 ","$60 ","$0 ","$1,000 ","$1,600 ","$20 ",99%,"Not Applicable",No,"Horizon Advantage EPO Silver ($0 Horizon CareOnline Virtual Care, $0 Select Insulin, No Referrals)","$1,600 ","$400 ","$0 ","$0 "
2025,NJ,,91661,SERFF,1,1/13/2025,,Individual,No,,91661NJ2270001,"Horizon Advantage EPO Silver",91661NJ227,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,Yes,"Only to true medical emergencies and accidental injuries",No,,,,,91661NJ2270001-02,"Zero Cost Sharing Plan Variation",100.00%,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"Horizon Advantage EPO Silver D ($0 Horizon CareOnline Virtual Care, $0 Select Insulin, No Referrals)","$0 ","$0 ","$0 ","$0 "
2025,NJ,,91661,SERFF,1,1/13/2025,,Individual,No,,91661NJ2270001,"Horizon Advantage EPO Silver",91661NJ227,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,Yes,"Only to true medical emergencies and accidental injuries",No,,,,,91661NJ2270001-03,"Limited Cost Sharing Plan Variation",71.26%,0.704668158,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,200 ","$9200 per person | $18400 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,500 ","$2500 per person | $5000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$2,500 ","$80 ","$3,000 ","$60 ","$0 ","$1,000 ","$1,600 ","$20 ",99%,"Not Applicable",No,"Horizon Advantage EPO Silver E ($0 Horizon CareOnline Virtual Care, $0 Select Insulin, No Referrals)","$1,600 ","$400 ","$0 ","$0 "
2025,NJ,,91661,SERFF,1,1/13/2025,,Individual,No,,91661NJ2270001,"Horizon Advantage EPO Silver",91661NJ227,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,Yes,"Only to true medical emergencies and accidental injuries",No,,,,,91661NJ2270001-04,"73% AV Level Silver Plan",73.74%,0.731569108,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,350 ","$7350 per person | $14700 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,500 ","$2500 per person | $5000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$2,500 ","$70 ","$3,000 ","$60 ","$0 ","$1,000 ","$1,600 ","$20 ",99%,"Not Applicable",No,"Horizon Advantage EPO Silver A ($0 Horizon CareOnline Virtual Care, $0 Select Insulin, No Referrals)","$1,600 ","$400 ","$0 ","$0 "
2025,NJ,,91661,SERFF,1,1/13/2025,,Individual,No,,91661NJ2270001,"Horizon Advantage EPO Silver",91661NJ227,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,Yes,"Only to true medical emergencies and accidental injuries",No,,,,,91661NJ2270001-05,"87% AV Level Silver Plan",87.96%,0.876188701,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$3,050 ","$3050 per person | $6100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$925 ","$925 per person | $1850 per group",20.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$900 ","$30 ","$1,500 ","$60 ","$0 ","$400 ","$600 ","$20 ",99%,"Not Applicable",No,"Horizon Advantage EPO Silver B ($0 Horizon CareOnline Virtual Care, $0 Select Insulin, No Referrals)","$900 ","$200 ","$100 ","$0 "
2025,NJ,,91661,SERFF,1,1/13/2025,,Individual,No,,91661NJ2270001,"Horizon Advantage EPO Silver",91661NJ227,,NJN001,NJS001,NJF002,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,Yes,"Only to true medical emergencies and accidental injuries",No,,,,,91661NJ2270001-06,"94% AV Level Silver Plan",94.31%,0.940510766,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,100 ","$2100 per person | $4200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$0 ","$30 ","$800 ","$60 ","$0 ","$300 ","$300 ","$20 ",99%,"Not Applicable",No,"Horizon Advantage EPO Silver C ($0 Horizon CareOnline Virtual Care, $0 Select Insulin, No Referrals)","$0 ","$200 ","$200 ","$0 "
2025,NJ,,91661,SERFF,1,1/13/2025,,Individual,No,,91661NJ2270002,"Horizon Advantage EPO Bronze",91661NJ227,,NJN001,NJS001,NJF001,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,No,"Pregnancy, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2025,,No,,Yes,"Only to true medical emergencies and accidental injuries",No,,,,,91661NJ2270002-01,"Standard Bronze On Exchange Plan",63.72%,0.634460592,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,200 ","$9200 per person | $18400 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,000 ","$3000 per person | $6000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,000 ","$10 ","$4,000 ","$60 ","$3,000 ","$600 ","$500 ","$20 ",99%,"Not Applicable",No,"Horizon Advantage EPO Bronze ($0 Horizon CareOnline Virtual Care, $0 Select Insulin, No Referrals)","$2,300 ","$100 ","$0 ","$0 "
